building_name,unit_number,bedrooms,size_sqft,contract_date,transaction_amount,floor_level,view,confidence,sources
Jash Hamad,805,2,1550.0,2024-11-20,,8,,HIGH,reidin
The Fairmont Palm Residences,301,2,2325.0,2024-11-20,,3,,HIGH,reidin
Al Nabat,207,3,2443.41,2024-11-20,,2,,HIGH,reidin
Golden Mile,GM2B10RT44,,677.48,2024-11-20,,B1,,HIGH,reidin
Golden Mile,GM2B10RT32,,2353.85,2024-11-20,,B1,,HIGH,reidin
Al Msalli,P051C,,934.95,2024-11-20,,G,,HIGH,reidin
Marina Residences,C209,1,1117.51,2024-11-20,,2,,HIGH,reidin
Al Shirawi,407,2,1996.7,2024-11-20,,4,,HIGH,reidin
Al Seef,PJFRM071,4,6000.01,2024-11-20,,nan,,HIGH,reidin
Al Seef,PJFRM109,6,6999.98,2024-11-20,,nan,,HIGH,reidin
Al Malak,908,2,1743.75,2024-11-20,,9,,HIGH,reidin
Al Khushkar,601,2,1593.06,2024-11-20,,6,,HIGH,reidin
Al Nabat,307,3,2439.64,2024-11-20,,3,,HIGH,reidin
Al Basri,PJFRD018,4,5000.05,2024-11-20,,nan,,HIGH,reidin
Seven Palm,343,0,355.21,2024-11-20,,3,,HIGH,reidin
Tiara Residences,1002,3,2264.94,2024-11-20,,10,,HIGH,reidin
Al Anbara,601,2,1582.29,2024-11-20,,6,,HIGH,reidin
Golden Mile,1505,2,1807.69,2024-11-20,,5,,HIGH,reidin
Golden Mile,GM2B7RT21,,4279.08,2024-11-20,,B1,,HIGH,reidin
Serenia Residences,B506,2,1781.53,2024-11-19,,5,,HIGH,reidin
Al Mashraba,G05,3,2733.17,2024-11-19,,G,,HIGH,reidin
Serenia Residences,C105,1,1001.04,2024-11-19,,1,,HIGH,reidin
Golden Mile,5208,3,3326.05,2024-11-19,,2,,HIGH,reidin
Oceana,805,3,2271.18,2024-11-19,,9,,HIGH,reidin
Serenia Residences,A812,2,1604.9,2024-11-19,,8,,HIGH,reidin
The Fairmont Palm Residences,721,2,1732.99,2024-11-19,,7,,HIGH,reidin
Al Das,104,2,1144.63,2024-11-18,,1,,HIGH,reidin
Al Khayali,PJFRC092,6,6999.98,2024-11-18,,nan,,HIGH,reidin
Jash Hamad,211,3,2206.6,2024-11-18,,2,,HIGH,reidin
Tiara Residences,703,1,1295.97,2024-11-18,,7,,HIGH,reidin
Tiara Residences,504,1,1291.67,2024-11-18,,5,,HIGH,reidin
The Fairmont Palm Residences,823,2,1766.68,2024-11-18,,8,,HIGH,reidin
Oceana,101,2,1700.7,2024-11-18,,2,,HIGH,reidin
Al Habool,610,3,2152.78,2024-11-18,,6,,HIGH,reidin
Al Basri,902,3,2181.52,2024-11-18,,9,,HIGH,reidin
The 8,10012,4,5037.51,2024-11-18,,G,,HIGH,reidin
Golden Mile,6109,2,2594.1,2024-11-18,,1,,HIGH,reidin
Al Das,606,4,1999.93,2024-11-18,,6,,HIGH,reidin
Al Ramth,607,3,2443.41,2024-11-18,,6,,HIGH,reidin
Al Msalli,705,2,1550.86,2024-11-18,,7,,HIGH,reidin
Palm Tower,2906,0,527.43,2024-11-18,,29,,HIGH,reidin
Al Murjan,701,2,1862.15,2024-11-16,,7,,HIGH,reidin
Tiara Residences,1104,1,1291.67,2024-11-15,,11,,HIGH,reidin
Oceana,103,1,1338.17,2024-11-15,,2,,HIGH,reidin
Al Khushkar,504,1,1144.63,2024-11-15,,5,,HIGH,reidin
Al Basri,PJFRF016,6,6999.98,2024-11-15,,nan,,HIGH,reidin
Tiara Residences,G01,2,1898.97,2024-11-15,,G,,HIGH,reidin
Al Anbara,1010,3,2185.07,2024-11-15,,LP,,HIGH,reidin
Al Msalli,F088B,,1376.27,2024-11-15,,1,,HIGH,reidin
Kempinski Residences,521,2,1787.02,2024-11-15,,5,,HIGH,reidin
Tiara Residences,803,1,1291.67,2024-11-15,,8,,HIGH,reidin
Tiara Residences,503,1,1295.97,2024-11-15,,5,,HIGH,reidin
Royal Atlantis,205,2,2045.14,2024-11-15,,2,,HIGH,reidin
Golden Mile,RT05,,850.78,2024-11-15,,B1,,HIGH,reidin
Al Hatmi,401,2,1585.85,2024-11-15,,4,,HIGH,reidin
Al Msalli,F032,,2109.29,2024-11-15,,1,,HIGH,reidin
Al Ghaf,PJFRC072,5,5343.95,2024-11-15,,nan,,HIGH,reidin
Al Das,607,4,1999.93,2024-11-15,,6,,HIGH,reidin
Oceana,104,1,1334.72,2024-11-14,,2,,HIGH,reidin
Al Shirawi,301,2,1585.85,2024-11-14,,3,,HIGH,reidin
Al Murjan,610,2,1735.25,2024-11-14,,6,,HIGH,reidin
Golden Mile,9607,2,1888.63,2024-11-14,,6,,HIGH,reidin
Al Fahad,PJFRL068,4,5000.05,2024-11-14,,nan,,HIGH,reidin
Al Basri,PJFRD082,4,5000.05,2024-11-14,,nan,,HIGH,reidin
Oceana,G01,2,1959.03,2024-11-14,,G,,HIGH,reidin
Golden Mile,10402,2,1797.57,2024-11-14,,4,,HIGH,reidin
Al Msalli,P070,,2074.96,2024-11-14,,G,,HIGH,reidin
Al Hallawi,304,1,1140.97,2024-11-14,,3,,HIGH,reidin
Al Fahad,PJFRL057,4,5000.05,2024-11-13,,nan,,HIGH,reidin
Al Mashraba,311,2,1948.27,2024-11-13,,3,,HIGH,reidin
Kempinski Residences,305,2,1776.04,2024-11-13,,3,,HIGH,reidin
Club Vista Mare,110,0,606.87,2024-11-13,,1,,HIGH,reidin
Al Basri,PJFRD117,4,5000.05,2024-11-13,,nan,,HIGH,reidin
Golden Mile,GM2B8FB20,,722.8,2024-11-13,,B1,,HIGH,reidin
Tiara Residences,806,2,1677.02,2024-11-13,,8,,HIGH,reidin
Al Hatmi,511,3,2217.36,2024-11-13,,5,,HIGH,reidin
The Fairmont Palm Residences,5V050,5,3428.3,2024-11-13,,nan,,HIGH,reidin
The Fairmont Palm Residences,905,1,1320.52,2024-11-13,,9,,HIGH,reidin
Oceana,1002,3,2279.9,2024-11-13,,11,,HIGH,reidin
Oceana,204,1,1338.17,2024-11-13,,3,,HIGH,reidin
Balqis Residences,702,2,1978.94,2024-11-13,,7,,HIGH,reidin
Palm Tower,2219,1,1109.22,2024-11-13,,22,,HIGH,reidin
Al Anbara,312,2,1593.06,2024-11-13,,3,,HIGH,reidin
Kempinski Residences,422,2,1765.28,2024-11-12,,4,,HIGH,reidin
The Fairmont Palm Residences,B107,3,5198.96,2024-11-12,,B1,,HIGH,reidin
Club Vista Mare,109,0,606.87,2024-11-12,,1,,HIGH,reidin
Golden Mile,4703,,4676.91,2024-11-12,,7,,HIGH,reidin
Oceana,1003,1,1338.17,2024-11-12,,11,,HIGH,reidin
Tiara Residences,RB01,,3210.23,2024-11-12,,B1,,HIGH,reidin
Al Fahad,PJFRL113,4,9504.52,2024-11-12,,nan,,HIGH,reidin
The Fairmont Palm Residences,5V078,5,3799.66,2024-11-12,,nan,,HIGH,reidin
Tiara Residences,201,2,1677.02,2024-11-12,,2,,HIGH,reidin
Al Nabat,601,2,1582.29,2024-11-12,,6,,HIGH,reidin
Seven Palm,816,1,675.65,2024-11-12,,8,,HIGH,reidin
Tiara Residences,903,1,1302.43,2024-11-12,,9,,HIGH,reidin
The 8,20608,2,1313.2,2024-11-12,,6,,HIGH,reidin
Al Mashraba,202,2,2045.14,2024-11-12,,2,,HIGH,reidin
Al Das,405,4,1550.76,2024-11-12,,4,,HIGH,reidin
Al Murjan,108,2,2045.14,2024-11-11,,1,,HIGH,reidin
Balqis Residences,803,3,2484.74,2024-11-11,,8,,HIGH,reidin
The Fairmont Palm Residences,5V083,5,3880.39,2024-11-11,,nan,,HIGH,reidin
The Fairmont Palm Residences,122,2,2034.38,2024-11-11,,1,,HIGH,reidin
Marina Residences,C106,1,1115.57,2024-11-11,,1,,HIGH,reidin
Al Khayali,602,2,1735.25,2024-11-11,,6,,HIGH,reidin
The Fairmont Palm Residences,410,1,1550.0,2024-11-11,,4,,HIGH,reidin
Al Sahab,PJFRO019,4,5000.05,2024-11-11,,nan,,HIGH,reidin
Golden Mile,2104,1,1409.43,2024-11-11,,1,,HIGH,reidin
Al Malak,701,2,1872.92,2024-11-11,,7,,HIGH,reidin
Al Shamsi,408,1,1026.12,2024-11-09,,4,,HIGH,reidin
Al Hamri,601,2,1582.29,2024-11-09,,6,,HIGH,reidin
Al Basri,PJFRD044,4,5000.05,2024-11-09,,nan,,HIGH,reidin
Al Nabat,411,3,2215.0,2024-11-08,,4,,HIGH,reidin
Al Mashraba,1005,3,2529.52,2024-11-08,,10,,HIGH,reidin
Golden Mile,3610,2,1794.34,2024-11-08,,6,,HIGH,reidin
Tiara Residences,904,1,1291.67,2024-11-08,,9,,HIGH,reidin
Golden Mile,6404,1,1306.63,2024-11-08,,4,,HIGH,reidin
Golden Mile,2404,1,1302.43,2024-11-08,,4,,HIGH,reidin
The Fairmont Palm Residences,HEALTHCLUB,,19495.9,2024-11-08,,B1,,HIGH,reidin
Golden Mile,FB0303A,,974.78,2024-11-08,,B1,,HIGH,reidin
Oceana,603,1,1334.72,2024-11-08,,7,,HIGH,reidin
Al Msalli,605,2,1550.0,2024-11-08,,6,,HIGH,reidin
Golden Mile,4201,1,1302.43,2024-11-07,,2,,HIGH,reidin
Tiara Residences,G07,1,1332.03,2024-11-07,,G,,HIGH,reidin
Al Anbara,806,2,1993.69,2024-11-07,,8,,HIGH,reidin
Golden Mile,G103,3,3702.78,2024-11-07,,G,,HIGH,reidin
Al Hamri,502,3,2238.89,2024-11-07,,5,,HIGH,reidin
Oceana,902,3,2281.95,2024-11-07,,10,,HIGH,reidin
Al Khayali,1009,2,1776.04,2024-11-07,,10,,HIGH,reidin
Balqis Residences,302,3,2368.06,2024-11-07,,3,,HIGH,reidin
Kempinski Residences,208,2,1743.75,2024-11-07,,2,,HIGH,reidin
Al Hallawi,103,3,2241.69,2024-11-07,,1,,HIGH,reidin
Jash Falqa,810,3,2131.25,2024-11-07,,8,,HIGH,reidin
Al Msalli,P016,,1715.44,2024-11-07,,G,,HIGH,reidin
Al Msalli,P015,,1715.34,2024-11-07,,G,,HIGH,reidin
Seven Palm,40206,2,1743.75,2024-11-07,,2,,HIGH,reidin
Al Das,805,4,1550.76,2024-11-07,,8,,HIGH,reidin
The Fairmont Palm Residences,205,1,1506.95,2024-11-07,,2,,HIGH,reidin
Al Malak,1101,2,2019.09,2024-11-06,,11,,HIGH,reidin
The Fairmont Palm Residences,715,2,1727.61,2024-11-06,,7,,HIGH,reidin
Tiara Residences,702,3,2389.59,2024-11-06,,7,,HIGH,reidin
Balqis Residences,914,3,2368.06,2024-11-06,,9,,HIGH,reidin
Kempinski Residences,231,2,3046.18,2024-11-06,,2,,HIGH,reidin
Marina Residences,506,1,1140.97,2024-11-06,,5,,HIGH,reidin
Oceana,301,2,1709.2,2024-11-06,,4,,HIGH,reidin
The Fairmont Palm Residences,103,3,2777.09,2024-11-06,,1,,HIGH,reidin
Golden Mile,6202,2,1799.08,2024-11-06,,2,,HIGH,reidin
Golden Mile,7205,2,1808.34,2024-11-06,,2,,HIGH,reidin
Golden Mile,7610,2,1797.57,2024-11-06,,6,,HIGH,reidin
Oceana,1103,1,1334.72,2024-11-06,,12,,HIGH,reidin
Golden Mile,5107,2,1939.44,2024-11-06,,1,,HIGH,reidin
Oceana,206,2,1709.2,2024-11-06,,3,,HIGH,reidin
Marina Residences,CG07,1,1117.62,2024-11-06,,G,,HIGH,reidin
Al Khushkar,501,2,1589.07,2024-11-06,,5,,HIGH,reidin
Al Fahad,PJFRL024,6,6999.98,2024-11-06,,nan,,HIGH,reidin
Azizi Mina,617,1,914.93,2024-11-05,,6,,HIGH,reidin
Tiara Residences,PENTHOUSE2,4,5216.94,2024-11-05,,PH,,HIGH,reidin
The Fairmont Palm Residences,504,1,1334.72,2024-11-05,,5,,HIGH,reidin
Marina Residences,203,1,1142.7,2024-11-05,,2,,HIGH,reidin
The 8,G01,,2777.09,2024-11-05,,G,,HIGH,reidin
Al Hamri,802,3,2185.07,2024-11-05,,8,,HIGH,reidin
Palm Tower,3319,1,1119.45,2024-11-05,,33,,HIGH,reidin
The 8,18,4,2116.18,2024-11-05,,G,,HIGH,reidin
Palm Tower,3611,1,1140.97,2024-11-05,,36,,HIGH,reidin
Al Sultana,610,3,2163.54,2024-11-05,,6,,HIGH,reidin
The Fairmont Palm Residences,117,4,3589.55,2024-11-05,,1,,HIGH,reidin
Seven Palm,40903,2,1948.27,2024-11-05,,9,,HIGH,reidin
Al Khayali,1010,2,1776.04,2024-11-05,,10,,HIGH,reidin
Marina Residences,C206,1,1109.11,2024-11-05,,2,,HIGH,reidin
Kempinski Residences,236,2,1980.02,2024-11-05,,2,,HIGH,reidin
Al Seef,PJFRM058,4,5000.05,2024-11-05,,nan,,HIGH,reidin
Golden Mile,FB04,,2076.57,2024-11-05,,B1,,HIGH,reidin
Golden Mile,5403,2,1797.57,2024-11-05,,4,,HIGH,reidin
Al Sultana,307,2,1991.32,2024-11-05,,3,,HIGH,reidin
Al Basri,911,3,2181.52,2024-11-05,,9,,HIGH,reidin
Al Khushkar,1012,2,1593.06,2024-11-05,,10,,HIGH,reidin
Golden Mile,7706,3,4439.14,2024-11-05,,7,,HIGH,reidin
Balqis Residences,415,2,2002.09,2024-11-04,,4,,HIGH,reidin
Palm Tower,2103,0,527.43,2024-11-04,,21,,HIGH,reidin
The Fairmont Palm Residences,910,1,1549.79,2024-11-04,,9,,HIGH,reidin
Seven Palm,407,1,805.25,2024-11-04,,4,,HIGH,reidin
Oceana,306,2,1711.46,2024-11-04,,4,,HIGH,reidin
Marina Residences,C101,1,1097.92,2024-11-04,,1,,HIGH,reidin
Oceana,501,2,1709.2,2024-11-04,,6,,HIGH,reidin
Palm Tower,3314,0,528.72,2024-11-04,,33,,HIGH,reidin
Golden Mile,GM2B8RT26C,,278.57,2024-11-04,,B1,,HIGH,reidin
Golden Mile,6701,,4881.86,2024-11-04,,7,,HIGH,reidin
Tiara Residences,506,2,1679.17,2024-11-04,,5,,HIGH,reidin
Seven Palm,41408,1,1076.39,2024-11-04,,14,,HIGH,reidin
Al Habool,909,1,1140.97,2024-11-03,,9,,HIGH,reidin
Al Khayali,1110,2,1776.04,2024-11-03,,11,,HIGH,reidin
Marina Residences,403,1,1140.97,2024-11-03,,4,,HIGH,reidin
The Fairmont Palm Residences,507,1,1280.9,2024-11-03,,5,,HIGH,reidin
Al Shamsi,429,3,2194.87,2024-11-02,,4,,HIGH,reidin
Al Sultana,201,2,1585.85,2024-11-02,,2,,HIGH,reidin
Al Shamsi,421,1,1140.44,2024-11-02,,4,,HIGH,reidin
Oceana,G04,1,1882.61,2024-11-02,,G,,HIGH,reidin
Al Shamsi,404,2,1568.19,2024-11-02,,4,,HIGH,reidin
Al Msalli,709,1,1145.39,2024-11-02,,7,,HIGH,reidin
Al Hatmi,1010,3,2143.52,2024-11-01,,LP,,HIGH,reidin
The Fairmont Palm Residences,411,3,2174.74,2024-11-01,,4,,HIGH,reidin
Tiara Residences,PENTHOUSE1,4,5249.02,2024-11-01,,PH,,HIGH,reidin
Al Fahad,PJFRA035,4,5000.05,2024-11-01,,nan,,HIGH,reidin
Al Nabat,501,2,1587.03,2024-11-01,,5,,HIGH,reidin
Palm Tower,2313,1,1058.41,2024-11-01,,23,,HIGH,reidin
Jash Hamad,PH12,3,4962.16,2024-11-01,,9,,HIGH,reidin
Al Nabat,309,1,1136.99,2024-11-01,,3,,HIGH,reidin
Al Das,PH01,,1589.07,2024-11-01,,9,,HIGH,reidin
Oceana,102,3,2281.95,2024-11-01,,2,,HIGH,reidin
Seven Palm,136,1,796.53,2024-11-01,,1,,HIGH,reidin
Al Hamri,304,1,1140.97,2024-11-01,,3,,HIGH,reidin
Tiara Residences,106,2,1679.17,2024-11-01,,1,,HIGH,reidin
The Fairmont Palm Residences,709,1,1291.67,2024-11-01,,7,,HIGH,reidin
Al Mashraba,1001,2,1870.01,2024-11-01,,10,,HIGH,reidin
Club Vista Mare,111,0,606.87,2024-11-01,,1,,HIGH,reidin
Golden Mile,RT08C,,306.45,2024-10-31,,B1,,HIGH,reidin
Al Shamsi,324,1,1059.49,2024-10-31,,3,,HIGH,reidin
Al Shamsi,333,1,1026.01,2024-10-31,,3,,HIGH,reidin
Al Shamsi,325,1,1059.17,2024-10-31,,3,,HIGH,reidin
Kempinski Residences,415,2,1743.75,2024-10-31,,4,,HIGH,reidin
Marina Residences,713,1,1140.97,2024-10-31,,7,,HIGH,reidin
Al Msalli,P01920,,3179.44,2024-10-31,,G,,HIGH,reidin
Al Hatmi,501,2,1582.29,2024-10-31,,5,,HIGH,reidin
Marina Residences,A109,1,1120.09,2024-10-31,,1,,HIGH,reidin
Royal Atlantis,506,2,2486.46,2024-10-31,,5,,HIGH,reidin
Al Shamsi,337,2,1561.41,2024-10-31,,3,,HIGH,reidin
Golden Mile,3204,1,1302.43,2024-10-31,,2,,HIGH,reidin
Marina Residences,114,1,1386.5,2024-10-31,,1,,HIGH,reidin
Seven Palm,R07,,2325.0,2024-10-31,,G,,HIGH,reidin
Al Msalli,P020A,,999.97,2024-10-31,,G,,HIGH,reidin
Palm Tower,3018,1,1065.63,2024-10-31,,30,,HIGH,reidin
The Fairmont Palm Residences,B101,3,5532.64,2024-10-31,,B1,,HIGH,reidin
Golden Mile,5307,2,1883.68,2024-10-30,,3,,HIGH,reidin
Oceana,D06,2,1700.7,2024-10-30,,1,,HIGH,reidin
The Fairmont Palm Residences,5V036,5,3417.54,2024-10-30,,nan,,HIGH,reidin
Golden Mile,GM2B9RT39,,782.75,2024-10-30,,G,,HIGH,reidin
Golden Mile,4402,2,1797.57,2024-10-30,,4,,HIGH,reidin
Oceana,406,2,1700.7,2024-10-30,,5,,HIGH,reidin
Palm Tower,PWBB3FB2,,2124.47,2024-10-30,,G,,HIGH,reidin
Al Khushkar,705,2,1550.0,2024-10-30,,7,,HIGH,reidin
Al Nabat,509,1,1136.99,2024-10-30,,5,,HIGH,reidin
Oceana,702,3,2281.95,2024-10-30,,8,,HIGH,reidin
Seven Palm,1025,0,344.44,2024-10-30,,10,,HIGH,reidin
Al Khayali,1001,2,1872.92,2024-10-30,,10,,HIGH,reidin
Al Shamsi,306,1,1030.97,2024-10-30,,3,,HIGH,reidin
Al Shamsi,131,3,2171.94,2024-10-30,,1,,HIGH,reidin
Tiara Residences,402,3,2264.94,2024-10-30,,4,,HIGH,reidin
Al Basri,PJFRD027,4,5000.05,2024-10-30,,nan,,HIGH,reidin
Al Basri,PJFRD010,4,5000.05,2024-10-30,,nan,,HIGH,reidin
Al Das,212,4,1585.85,2024-10-30,,2,,HIGH,reidin
Al Das,105,4,1550.76,2024-10-30,,1,,HIGH,reidin
Oceana,704,1,1334.72,2024-10-30,,8,,HIGH,reidin
Jash Falqa,408,2,1550.0,2024-10-30,,4,,HIGH,reidin
Palm Tower,PWBB3FB1,,2124.47,2024-10-30,,G,,HIGH,reidin
Al Shamsi,305,1,1023.65,2024-10-30,,3,,HIGH,reidin
Jash Falqa,603,3,2163.54,2024-10-30,,6,,HIGH,reidin
Al Ramth,1307,3,2529.52,2024-10-30,,13,,HIGH,reidin
Golden Mile,1110,2,2604.86,2024-10-30,,1,,HIGH,reidin
Al Ramth,1310,2,1776.04,2024-10-30,,13,,HIGH,reidin
Al Nabat,805,3,2443.41,2024-10-29,,8,,HIGH,reidin
Al Sultana,812,2,1563.35,2024-10-29,,8,,HIGH,reidin
Jash Falqa,J2,1,744.0,2024-10-29,,1,,HIGH,reidin
Azizi Mina,302,1,1001.04,2024-10-29,,3,,HIGH,reidin
Tiara Residences,604,1,1291.67,2024-10-29,,6,,HIGH,reidin
Jash Hamad,902,3,2185.07,2024-10-29,,9,,HIGH,reidin
Al Basri,412,2,1582.29,2024-10-29,,4,,HIGH,reidin
Al Shirawi,401,2,1585.85,2024-10-29,,4,,HIGH,reidin
Al Mashraba,1308,2,1743.75,2024-10-29,,13,,HIGH,reidin
The Fairmont Palm Residences,214,2,2052.03,2024-10-29,,2,,HIGH,reidin
Al Basri,PJFRD025,4,5000.05,2024-10-29,,nan,,HIGH,reidin
Tiara Residences,802,3,2264.94,2024-10-29,,8,,HIGH,reidin
Al Msalli,E043,,1694.02,2024-10-29,,2,,HIGH,reidin
Al Seef,PJFRM044,5,5460.96,2024-10-29,,nan,,HIGH,reidin
Al Khushkar,912,2,1593.06,2024-10-28,,9,,HIGH,reidin
Golden Mile,8608,3,3358.77,2024-10-28,,6,,HIGH,reidin
Al Basri,PJFRD008,5,5460.96,2024-10-28,,nan,,HIGH,reidin
Golden Mile,8609,2,1786.81,2024-10-28,,6,,HIGH,reidin
Oceana,106,2,1709.2,2024-10-28,,2,,HIGH,reidin
Marina Residences,1004,1,1140.97,2024-10-28,,10,,HIGH,reidin
Jash Hamad,607,2,1991.32,2024-10-28,,6,,HIGH,reidin
Palm Tower,1913,1,1054.86,2024-10-28,,19,,HIGH,reidin
Golden Mile,7607,2,1888.63,2024-10-28,,6,,HIGH,reidin
Balqis Residences,306,2,2409.07,2024-10-28,,3,,HIGH,reidin
Al Das,111,3,2557.93,2024-10-28,,1,,HIGH,reidin
Azizi Mina,116,1,3218.41,2024-10-28,,1,,HIGH,reidin
Royal Atlantis,809,2,1424.17,2024-10-28,,8,,HIGH,reidin
Tiara Residences,1001,2,1677.02,2024-10-28,,10,,HIGH,reidin
The Fairmont Palm Residences,4V088,4,3100.0,2024-10-28,,nan,,HIGH,reidin
Tiara Residences,202,3,2264.94,2024-10-28,,2,,HIGH,reidin
Al Anbara,708,2,1550.0,2024-10-28,,7,,HIGH,reidin
Seven Palm,30407,2,1646.88,2024-10-28,,4,,HIGH,reidin
Golden Mile,5503,2,1797.57,2024-10-28,,5,,HIGH,reidin
Oceana,703,1,1338.17,2024-10-27,,8,,HIGH,reidin
Golden Mile,9409,2,1786.81,2024-10-25,,4,,HIGH,reidin
Al Sahab,202,4,6134.88,2024-10-25,,2,,HIGH,reidin
Al Hamri,307,2,2002.09,2024-10-25,,3,,HIGH,reidin
Al Ghaf,PJFRC096,5,5343.95,2024-10-25,,nan,,HIGH,reidin
Tiara Residences,1204,1,1291.67,2024-10-25,,12,,HIGH,reidin
Golden Mile,9107,2,1883.68,2024-10-25,,1,,HIGH,reidin
The Fairmont Palm Residences,613,3,3218.41,2024-10-25,,6,,HIGH,reidin
Balqis Residences,604,3,2368.06,2024-10-25,,6,,HIGH,reidin
The Fairmont Palm Residences,105,1,1506.95,2024-10-25,,1,,HIGH,reidin
Al Murjan,810,2,1732.99,2024-10-25,,8,,HIGH,reidin
The Fairmont Palm Residences,907,1,1291.67,2024-10-25,,9,,HIGH,reidin
Kempinski Residences,503,2,1770.02,2024-10-24,,5,,HIGH,reidin
Al Msalli,F004B,,2474.08,2024-10-24,,1,,HIGH,reidin
Al Khayali,PJFRC085,6,6999.98,2024-10-24,,nan,,HIGH,reidin
Al Ramth,103,2,2045.03,2024-10-24,,1,,HIGH,reidin
The Fairmont Palm Residences,807,1,1291.67,2024-10-24,,8,,HIGH,reidin
Oceana,402,3,2281.95,2024-10-24,,5,,HIGH,reidin
Al Nabat,206,2,1997.03,2024-10-24,,2,,HIGH,reidin
Oceana,404,1,1334.72,2024-10-24,,5,,HIGH,reidin
Jash Falqa,709,1,1140.97,2024-10-23,,7,,HIGH,reidin
Al Fahad,PJFRA016,4,5000.05,2024-10-23,,nan,,HIGH,reidin
Balqis Residences,206,4,8036.76,2024-10-23,,2,,HIGH,reidin
Al Hallawi,404,1,1140.97,2024-10-23,,4,,HIGH,reidin
Al Nabat,701,2,1870.01,2024-10-23,,7,,HIGH,reidin
Palm Tower,4310,1,1114.28,2024-10-23,,43,,HIGH,reidin
Marina Residences,207,1,1140.97,2024-10-23,,2,,HIGH,reidin
Al Shirawi,409,1,1140.97,2024-10-23,,4,,HIGH,reidin
Al Basri,1106,2,1993.8,2024-10-23,,11,,HIGH,reidin
Balqis Residences,615,2,1926.74,2024-10-23,,6,,HIGH,reidin
The Fairmont Palm Residences,107,1,1445.59,2024-10-23,,1,,HIGH,reidin
The Fairmont Palm Residences,114,2,2163.54,2024-10-23,,1,,HIGH,reidin
Al Murjan,1210,2,1776.04,2024-10-23,,12,,HIGH,reidin
Palm Tower,1909,1,1097.92,2024-10-23,,19,,HIGH,reidin
Jash Falqa,110,2,1593.06,2024-10-23,,1,,HIGH,reidin
Tiara Residences,404,1,1298.99,2024-10-23,,4,,HIGH,reidin
The Fairmont Palm Residences,827,2,1759.47,2024-10-23,,8,,HIGH,reidin
Golden Mile,OF24,,1660.87,2024-10-23,,MEZ,,HIGH,reidin
Club Vista Mare,122,0,606.87,2024-10-23,,1,,HIGH,reidin
Golden Mile,2304,1,1302.43,2024-10-22,,3,,HIGH,reidin
Al Khushkar,910,3,2142.02,2024-10-22,,9,,HIGH,reidin
The Fairmont Palm Residences,5V040,5,3379.86,2024-10-22,,nan,,HIGH,reidin
Royal Atlantis,310,1,1108.68,2024-10-22,,3,,HIGH,reidin
Al Nabat,PJFRN062B,6,7441.95,2024-10-22,,nan,,HIGH,reidin
Al Msalli,P042,,881.03,2024-10-22,,G,,HIGH,reidin
Al Msalli,B1026,,2815.94,2024-10-22,,LG,,HIGH,reidin
Palm Tower,2108,0,516.67,2024-10-22,,21,,HIGH,reidin
Palm Tower,3715,1,1054.86,2024-10-22,,37,,HIGH,reidin
Palm Tower,3901,1,1033.33,2024-10-22,,39,,HIGH,reidin
Royal Atlantis,604,1,821.39,2024-10-22,,6,,HIGH,reidin
Al Khushkar,509,1,1144.63,2024-10-22,,5,,HIGH,reidin
Oceana,1001,2,1709.2,2024-10-22,,11,,HIGH,reidin
Al Das,309,2,1144.63,2024-10-22,,3,,HIGH,reidin
The Fairmont Palm Residences,702,4,5973.96,2024-10-22,,7,,HIGH,reidin
The Fairmont Palm Residences,116,2,2077.43,2024-10-22,,1,,HIGH,reidin
Al Das,312,4,1585.85,2024-10-21,,3,,HIGH,reidin
Golden Mile,8601,1,1302.43,2024-10-21,,6,,HIGH,reidin
Jash Falqa,609,1,1140.97,2024-10-21,,6,,HIGH,reidin
Serenia Residences,A404,1,1040.44,2024-10-21,,4,,HIGH,reidin
Al Khayali,504,2,1743.75,2024-10-21,,5,,HIGH,reidin
Royal Atlantis,508,2,1485.42,2024-10-21,,5,,HIGH,reidin
Al Ghaf,PJFRB055,4,6000.01,2024-10-21,,nan,,HIGH,reidin
Golden Mile,4504,1,1302.43,2024-10-21,,5,,HIGH,reidin
Al Das,305,4,1550.76,2024-10-21,,3,,HIGH,reidin
Al Hallawi,709,1,1140.97,2024-10-21,,7,,HIGH,reidin
Al Ramth,703,2,1734.93,2024-10-21,,7,,HIGH,reidin
Palm Tower,1919,1,1097.92,2024-10-21,,19,,HIGH,reidin
Al Basri,PJFRD087,4,6000.01,2024-10-21,,nan,,HIGH,reidin
Oceana,1206,2,1709.2,2024-10-21,,13,,HIGH,reidin
Al Msalli,E085,,2845.65,2024-10-21,,2,,HIGH,reidin
Balqis Residences,308,2,2088.2,2024-10-21,,3,,HIGH,reidin
The Fairmont Palm Residences,P305,,4976.37,2024-10-21,,10,,HIGH,reidin
Tiara Residences,V09,4,11662.58,2024-10-21,,nan,,HIGH,reidin
Al Msalli,G05,,929.03,2024-10-21,,G,,HIGH,reidin
Al Ramth,1210,2,1776.04,2024-10-21,,12,,HIGH,reidin
Al Ramth,601,2,1872.92,2024-10-21,,6,,HIGH,reidin
Balqis Residences,606,2,1956.77,2024-10-21,,6,,HIGH,reidin
Serenia Residences,A301,1,936.46,2024-10-21,,3,,HIGH,reidin
Golden Mile,10411,2,1797.57,2024-10-21,,4,,HIGH,reidin
Golden Mile,9611,2,1794.45,2024-10-21,,6,,HIGH,reidin
