building_name,unit_number,bedrooms,size_sqft,contract_date,transaction_amount,floor_level,view,confidence,sources
Al Ramth,209,2,2041.8,2020-10-25,,2,,HIGH,reidin
Al Nabat,G04,1,1140.97,2020-10-24,,G,,HIGH,reidin
Al Malak,PJFRE117,6,6999.98,2020-10-22,,nan,,HIGH,reidin
Al Fahad,PJFRL104,4,5000.05,2020-10-22,,nan,,HIGH,reidin
Al Seef,PJFRM015,4,5000.05,2020-10-22,,nan,,HIGH,reidin
Golden Mile,7111,2,2604.86,2020-10-21,,1,,HIGH,reidin
Jash Falqa,305,2,1550.0,2020-10-21,,3,,HIGH,reidin
Al Ghaf,PJFRC064,4,5000.05,2020-10-20,,nan,,HIGH,reidin
Al Msalli,P029,,1540.96,2020-10-20,,G,,HIGH,reidin
Seven Palm,30907,2,1646.88,2020-10-20,,9,,HIGH,reidin
Kempinski Residences,121,2,1969.79,2020-10-19,,1,,HIGH,reidin
Al Khayali,501,2,1872.92,2020-10-19,,5,,HIGH,reidin
Al Shamsi,G01,3,4477.78,2020-10-17,,G,,HIGH,reidin
Al Shamsi,339,2,1517.71,2020-10-17,,3,,HIGH,reidin
Al Nabat,G06,1,1506.95,2020-10-17,,G,,HIGH,reidin
The Fairmont Palm Residences,4V093,4,3013.89,2020-10-15,,nan,,HIGH,reidin
Jash Falqa,310,3,2163.54,2020-10-15,,3,,HIGH,reidin
Al Seef,PJFRM088,6,6999.98,2020-10-14,,nan,,HIGH,reidin
Serenia Residences,A603,3,2626.39,2020-10-13,,6,,HIGH,reidin
Seven Palm,40204,2,1442.36,2020-10-13,,2,,HIGH,reidin
Marina Residences,B106,1,1119.45,2020-10-13,,1,,HIGH,reidin
Al Malak,1104,2,1743.75,2020-10-12,,11,,HIGH,reidin
The Fairmont Palm Residences,5V011,5,3417.54,2020-10-12,,nan,,HIGH,reidin
Al Seef,PJFRM060,5,5460.96,2020-10-12,,nan,,HIGH,reidin
Al Shamsi,135,1,1033.33,2020-10-12,,1,,HIGH,reidin
Al Seef,PJFRM027,5,6999.98,2020-10-12,,nan,,HIGH,reidin
Al Sultana,PJFRP002,5,6999.98,2020-10-12,,nan,,HIGH,reidin
Royal Atlantis,610,1,1097.92,2020-10-11,,6,,HIGH,reidin
Al Hallawi,704,1,1140.97,2020-10-11,,7,,HIGH,reidin
Al Seef,PJFRM038,3,5000.05,2020-10-11,,nan,,HIGH,reidin
The 8,TPTGDIN08,,1525.03,2020-10-11,,G,,HIGH,reidin
The 8,20601,3,1776.04,2020-10-11,,6,,HIGH,reidin
The 8,TPTGD09,,1681.0,2020-10-11,,G,,HIGH,reidin
Al Basri,PJFRD096,6,6999.98,2020-10-08,,nan,,HIGH,reidin
Seven Palm,30006,2,3164.59,2020-10-08,,G,,HIGH,reidin
Marina Residences,117,2,2260.42,2020-10-08,,1,,HIGH,reidin
Golden Mile,G104,3,3692.02,2020-10-07,,G,,HIGH,reidin
Al Basri,PJFRF063,5,5343.95,2020-10-07,,nan,,HIGH,reidin
Al Msalli,E029.11,,596.97,2020-10-07,,2,,HIGH,reidin
Balqis Residences,807,2,2011.99,2020-10-07,,8,,HIGH,reidin
Al Basri,PJFRD085,4,6000.01,2020-10-06,,nan,,HIGH,reidin
Golden Mile,5508,3,3326.05,2020-10-06,,5,,HIGH,reidin
Al Ramth,1403,5,13099.67,2020-10-04,,14,,HIGH,reidin
Al Malak,1307,3,2529.52,2020-10-04,,13,,HIGH,reidin
The Fairmont Palm Residences,607,1,1291.67,2020-10-04,,6,,HIGH,reidin
Al Msalli,P058,,2203.05,2020-10-01,,G,,HIGH,reidin
Al Msalli,P057,,2203.05,2020-10-01,,G,,HIGH,reidin
Al Msalli,P059,,2203.05,2020-10-01,,G,,HIGH,reidin
Al Msalli,P060,,2203.05,2020-10-01,,G,,HIGH,reidin
Al Khayali,209,2,2045.14,2020-10-01,,2,,HIGH,reidin
Marina Residences,AG03,2,4940.63,2020-10-01,,G,,HIGH,reidin
Al Malak,PJFRE004,6,6999.98,2020-09-28,,nan,,HIGH,reidin
Al Anbara,905,2,1550.0,2020-09-28,,9,,HIGH,reidin
Golden Mile,203,1,848.2,2020-09-27,,2,,HIGH,reidin
Balqis Residences,1012,3,6852.94,2020-09-27,,10,,HIGH,reidin
Golden Mile,6501,1,1302.43,2020-09-27,,5,,HIGH,reidin
The Fairmont Palm Residences,313,2,1722.22,2020-09-24,,3,,HIGH,reidin
Al Murjan,609,2,1732.99,2020-09-24,,6,,HIGH,reidin
Seven Palm,41208,1,1216.32,2020-09-22,,12,,HIGH,reidin
Al Basri,908,2,1550.0,2020-09-22,,9,,HIGH,reidin
The Fairmont Palm Residences,121,2,2185.07,2020-09-21,,1,,HIGH,reidin
Jash Falqa,712,2,1560.77,2020-09-20,,7,,HIGH,reidin
Al Murjan,310,2,2045.14,2020-09-20,,3,,HIGH,reidin
Al Shamsi,334,1,1033.33,2020-09-19,,3,,HIGH,reidin
Al Shamsi,338,2,1517.71,2020-09-19,,3,,HIGH,reidin
Al Khushkar,804,1,1140.97,2020-09-17,,8,,HIGH,reidin
Al Fahad,PJFRL052,4,5000.05,2020-09-16,,nan,,HIGH,reidin
Golden Mile,7108,3,3326.05,2020-09-16,,1,,HIGH,reidin
The 8,10009,4,5040.09,2020-09-16,,G,,HIGH,reidin
Serenia Residences,A408,1,1063.04,2020-09-15,,4,,HIGH,reidin
Seven Palm,40509,2,2228.13,2020-09-15,,5,,HIGH,reidin
Golden Mile,913,1,1093.18,2020-09-15,,9,,HIGH,reidin
Al Khayali,402,2,1732.99,2020-09-14,,4,,HIGH,reidin
Al Hallawi,311,3,2217.36,2020-09-13,,3,,HIGH,reidin
Al Msalli,704,1,1140.97,2020-09-13,,7,,HIGH,reidin
Serenia Residences,B303,1,1134.41,2020-09-13,,3,,HIGH,reidin
Al Shamsi,G43,3,3153.82,2020-09-10,,G,,HIGH,reidin
Al Ghaf,PJFRC114,4,5000.05,2020-09-09,,nan,,HIGH,reidin
Seven Palm,40207,2,1646.88,2020-09-08,,2,,HIGH,reidin
Al Sultana,PJFRP044,6,6999.98,2020-09-08,,nan,,HIGH,reidin
Al Shamsi,261,1,1270.14,2020-09-07,,2,,HIGH,reidin
Al Shamsi,235,1,1022.57,2020-09-07,,2,,HIGH,reidin
Al Shamsi,604,,2927.78,2020-09-07,,6,,HIGH,reidin
Al Shamsi,336,1,1033.33,2020-09-07,,3,,HIGH,reidin
Serenia Residences,A713,2,1506.95,2020-09-06,,7,,HIGH,reidin
Golden Mile,503,1,848.2,2020-09-05,,5,,HIGH,reidin
The Fairmont Palm Residences,527,2,1754.52,2020-09-03,,5,,HIGH,reidin
Golden Mile,502,1,867.68,2020-09-02,,5,,HIGH,reidin
Al Murjan,405,3,2443.41,2020-08-31,,4,,HIGH,reidin
Royal Atlantis,510,1,1108.68,2020-08-31,,5,,HIGH,reidin
Al Anbar,PJFRJ27,8,13476.4,2020-08-31,,nan,,HIGH,reidin
Al Nabat,PJFRN075A,5,4999.94,2020-08-31,,nan,,HIGH,reidin
Al Shamsi,259,1,1184.03,2020-08-30,,2,,HIGH,reidin
Al Shamsi,255,1,1270.14,2020-08-30,,2,,HIGH,reidin
Seven Palm,41407,2,1646.88,2020-08-30,,14,,HIGH,reidin
Al Basri,PJFRD099,4,5000.05,2020-08-30,,nan,,HIGH,reidin
Palm Tower,PWBB4FB1,,2018.12,2020-08-27,,G,,HIGH,reidin
Palm Tower,PWBB4FB2,,2018.12,2020-08-27,,G,,HIGH,reidin
Palm Tower,PWBB5FB2,,2010.48,2020-08-27,,G,,HIGH,reidin
Palm Tower,PWBB5FB1,,2010.48,2020-08-27,,G,,HIGH,reidin
Al Seef,PJFRM012,4,5000.05,2020-08-27,,nan,,HIGH,reidin
Golden Mile,6611,2,1797.57,2020-08-26,,6,,HIGH,reidin
The 8,TPTGAIN13,,3111.95,2020-08-26,,nan,,HIGH,reidin
Al Seef,PJFRM069,5,5343.95,2020-08-26,,nan,,HIGH,reidin
Club Vista Mare,108,0,602.78,2020-08-26,,1,,HIGH,reidin
Golden Mile,602,1,867.68,2020-08-25,,6,,HIGH,reidin
Al Mashraba,106,3,4725.35,2020-08-25,,1,,HIGH,reidin
Al Khushkar,1107,2,1999.93,2020-08-25,,11,,HIGH,reidin
The 8,TPTFAIN09,,2437.05,2020-08-25,,1,,HIGH,reidin
Al Anbara,J2,1,721.18,2020-08-24,,1,,HIGH,reidin
The 8,TPTGAIN14,,4413.52,2020-08-20,,nan,,HIGH,reidin
The 8,TPTFAIN13,,3189.02,2020-08-20,,1,,HIGH,reidin
Al Habool,310,3,2163.54,2020-08-20,,3,,HIGH,reidin
The 8,TPTFAIN14,,3188.7,2020-08-20,,1,,HIGH,reidin
Al Ghaf,PJFRC050,5,5343.95,2020-08-20,,nan,,HIGH,reidin
Golden Mile,711,1,1105.99,2020-08-20,,7,,HIGH,reidin
Seven Palm,40102,2,1851.39,2020-08-20,,1,,HIGH,reidin
Golden Mile,3603,2,1799.62,2020-08-19,,6,,HIGH,reidin
Al Malak,PJFRE049,4,5000.05,2020-08-19,,nan,,HIGH,reidin
Al Murjan,TH03,2,4090.28,2020-08-18,,LG,,HIGH,reidin
Al Nabat,TH04,2,3993.41,2020-08-18,,LG,,HIGH,reidin
Al Ghaf,PJFRC067,4,5000.05,2020-08-18,,nan,,HIGH,reidin
The 8,10008,4,5072.7,2020-08-17,,G,,HIGH,reidin
Al Ghaf,PJFRB052,4,5000.05,2020-08-15,,nan,,HIGH,reidin
Al Sultana,204,1,1140.97,2020-08-15,,2,,HIGH,reidin
Marina Residences,317,2,2012.85,2020-08-13,,3,,HIGH,reidin
Golden Mile,706,3,1790.25,2020-08-13,,7,,HIGH,reidin
The Fairmont Palm Residences,4V098,4,3100.0,2020-08-13,,nan,,HIGH,reidin
Golden Mile,8502,2,1799.08,2020-08-13,,5,,HIGH,reidin
Jash Hamad,103,3,2223.18,2020-08-12,,1,,HIGH,reidin
Golden Mile,ANCHOR01,,11905.3,2020-08-11,,B1,,HIGH,reidin
Golden Mile,ANCHORM1,,5287.77,2020-08-11,,MEZ,,HIGH,reidin
Al Sultana,505,2,1550.0,2020-08-11,,5,,HIGH,reidin
Al Khayali,901,2,1872.92,2020-08-10,,9,,HIGH,reidin
Royal Atlantis,403,2,1517.71,2020-08-10,,4,,HIGH,reidin
Al Shamsi,340,2,1550.0,2020-08-10,,3,,HIGH,reidin
Jash Hamad,410,3,2228.13,2020-08-10,,4,,HIGH,reidin
Al Malak,PJFRE021,5,5343.95,2020-08-09,,nan,,HIGH,reidin
Golden Mile,1106,1,1291.67,2020-08-09,,1,,HIGH,reidin
Golden Mile,303,1,848.2,2020-08-09,,3,,HIGH,reidin
Al Seef,PJFRM064,6,6999.98,2020-08-09,,nan,,HIGH,reidin
Golden Mile,111,1,1105.99,2020-08-08,,1,,HIGH,reidin
Al Shamsi,G04,3,4488.55,2020-08-06,,G,,HIGH,reidin
Al Shamsi,245,1,1184.03,2020-08-06,,2,,HIGH,reidin
Al Shamsi,G58,3,2981.6,2020-08-06,,G,,HIGH,reidin
Al Hamri,PJFRITP001C,6,13099.56,2020-08-05,,nan,,HIGH,reidin
Al Hamri,110,2,1614.59,2020-08-05,,1,,HIGH,reidin
Al Fahad,PJFRL056,5,5343.95,2020-08-04,,nan,,HIGH,reidin
Royal Atlantis,503,2,1636.11,2020-08-03,,5,,HIGH,reidin
Al Seef,PJFRM010,4,5000.05,2020-07-29,,nan,,HIGH,reidin
Club Vista Mare,113,0,602.78,2020-07-29,,1,,HIGH,reidin
Al Seef,PJFRM068,5,5343.95,2020-07-28,,nan,,HIGH,reidin
Al Mashraba,1301,2,2023.61,2020-07-28,,13,,HIGH,reidin
The 8,TPTFBIN03,,2738.23,2020-07-27,,1,,HIGH,reidin
Golden Mile,2504,1,1302.43,2020-07-27,,5,,HIGH,reidin
The 8,TPTGBIN03,,4128.92,2020-07-27,,nan,,HIGH,reidin
Oceana,VILLAD,5,12954.57,2020-07-27,,nan,,HIGH,reidin
Golden Mile,8205,2,1808.34,2020-07-27,,2,,HIGH,reidin
Kempinski Residences,G28,2,3788.89,2020-07-26,,G,,HIGH,reidin
Seven Palm,40407,2,1646.88,2020-07-26,,4,,HIGH,reidin
The 8,10501,2,1367.02,2020-07-23,,5,,HIGH,reidin
Al Basri,806,2,1993.69,2020-07-23,,8,,HIGH,reidin
Al Shirawi,PJFRGTP01C,6,11808.0,2020-07-22,,nan,,HIGH,reidin
Al Malak,501,2,1872.92,2020-07-22,,5,,HIGH,reidin
Al Murjan,206,3,4057.99,2020-07-22,,2,,HIGH,reidin
Al Hamri,1002,3,2185.07,2020-07-21,,LP,,HIGH,reidin
Royal Atlantis,507,1,1125.37,2020-07-21,,5,,HIGH,reidin
Royal Atlantis,101,1,843.35,2020-07-21,,1,,HIGH,reidin
Al Basri,PJFRD021,4,5000.05,2020-07-21,,nan,,HIGH,reidin
Golden Mile,113,1,1637.73,2020-07-21,,1,,HIGH,reidin
Kempinski Residences,137,4,8099.94,2020-07-20,,1,,HIGH,reidin
Golden Mile,107,1,1116.97,2020-07-19,,1,,HIGH,reidin
Golden Mile,404,1,980.27,2020-07-18,,4,,HIGH,reidin
Al Sultana,PJFRP074,5,6999.98,2020-07-18,,nan,,HIGH,reidin
Al Nabat,104,2,2045.14,2020-07-16,,1,,HIGH,reidin
Al Basri,PJFRF058,4,5000.05,2020-07-15,,nan,,HIGH,reidin
Al Mashraba,111,2,1980.56,2020-07-15,,1,,HIGH,reidin
Al Mashraba,1403,5,13099.67,2020-07-15,,14,,HIGH,reidin
Al Basri,PJFRF076,5,6999.98,2020-07-14,,nan,,HIGH,reidin
The 8,10313,3,2034.38,2020-07-14,,3,,HIGH,reidin
Al Sahab,PJFRO002,4,5000.05,2020-07-13,,nan,,HIGH,reidin
Al Nabat,1101,2,2023.61,2020-07-13,,11,,HIGH,reidin
Al Ghaf,PJFRB064,5,5460.96,2020-07-13,,nan,,HIGH,reidin
Seven Palm,40708,1,1215.24,2020-07-13,,7,,HIGH,reidin
Al Hallawi,906,2,1991.32,2020-07-13,,9,,HIGH,reidin
Al Fahad,PJFRA014,4,5000.05,2020-07-12,,nan,,HIGH,reidin
Marina Residences,C104,2,1754.52,2020-07-12,,1,,HIGH,reidin
Al Nabat,1010,2,1776.04,2020-07-12,,10,,HIGH,reidin
Kempinski Residences,G29,2,3875.0,2020-07-09,,G,,HIGH,reidin
Al Ghaf,PJFRB077,4,5000.05,2020-07-09,,nan,,HIGH,reidin
The 8,TPTGBIN23,,2687.85,2020-07-09,,nan,,HIGH,reidin
Al Hatmi,312,2,1582.29,2020-07-08,,3,,HIGH,reidin
Al Ghaf,PJFRB099,6,6999.98,2020-07-06,,nan,,HIGH,reidin
Al Basri,PJFRD137,5,6999.98,2020-07-05,,nan,,HIGH,reidin
Al Fahad,PJFRL059,4,5000.05,2020-07-02,,nan,,HIGH,reidin
Al Ghaf,PJFRB082,5,6999.98,2020-07-02,,nan,,HIGH,reidin
Al Ghaf,PJFRC028,5,5343.95,2020-07-01,,nan,,HIGH,reidin
Al Basri,502,3,2217.36,2020-07-01,,5,,HIGH,reidin
Al Seef,PJFRM003,6,6999.98,2020-06-29,,nan,,HIGH,reidin
Al Seef,PJFRM049,5,5343.95,2020-06-28,,nan,,HIGH,reidin
Al Basri,PJFRF031,5,6999.98,2020-06-25,,nan,,HIGH,reidin
Seven Palm,30908,3,2325.0,2020-06-25,,9,,HIGH,reidin
Al Seef,PJFRM125,4,6000.01,2020-06-24,,nan,,HIGH,reidin
Al Msalli,E029.10,,977.04,2020-06-24,,2,,HIGH,reidin
Golden Mile,213,1,1074.24,2020-06-23,,2,,HIGH,reidin
Al Ghaf,PJFRC094,5,5460.96,2020-06-23,,nan,,HIGH,reidin
The Fairmont Palm Residences,5V069,5,3336.81,2020-06-23,,nan,,HIGH,reidin
Golden Mile,8210,2,1797.57,2020-06-22,,2,,HIGH,reidin
Al Ramth,803,2,1732.99,2020-06-21,,8,,HIGH,reidin
Al Basri,506,2,2012.85,2020-06-18,,5,,HIGH,reidin
Al Fahad,PJFRL126,4,5000.05,2020-06-18,,nan,,HIGH,reidin
Royal Atlantis,109,2,1493.71,2020-06-17,,1,,HIGH,reidin
Al Khayali,1006,3,4057.99,2020-06-17,,10,,HIGH,reidin
Al Sahab,PJFRO012,4,5000.05,2020-06-16,,nan,,HIGH,reidin
Al Murjan,801,2,1872.92,2020-06-16,,8,,HIGH,reidin
Al Malak,708,2,1745.69,2020-06-16,,7,,HIGH,reidin
Seven Palm,11303,1,1517.71,2020-06-16,,13,,HIGH,reidin
Kempinski Residences,G19,2,3875.0,2020-06-15,,G,,HIGH,reidin
Golden Mile,8707,3,5102.09,2020-06-15,,7,,HIGH,reidin
Al Anbara,605,2,1550.0,2020-06-15,,6,,HIGH,reidin
Al Khushkar,904,1,1140.97,2020-06-14,,9,,HIGH,reidin
The 8,20611,4,5072.16,2020-06-14,,6,,HIGH,reidin
Seven Palm,31406,2,1743.75,2020-06-14,,14,,HIGH,reidin
Al Seef,PJFRM020,4,5000.05,2020-06-14,,nan,,HIGH,reidin
Marina Residences,CG05,2,2518.75,2020-06-13,,G,,HIGH,reidin
Al Anbara,110,2,1614.59,2020-06-11,,1,,HIGH,reidin
Al Hallawi,511,3,2217.36,2020-06-11,,5,,HIGH,reidin
Al Basri,PJFRD143,5,9073.97,2020-06-10,,nan,,HIGH,reidin
Al Sultana,PJFRP084,4,5000.05,2020-06-09,,nan,,HIGH,reidin
Al Fahad,PJFRL138,4,5000.05,2020-06-09,,nan,,HIGH,reidin
Al Malak,601,2,1872.92,2020-06-08,,6,,HIGH,reidin
Golden Mile,4110,2,2604.86,2020-06-07,,1,,HIGH,reidin
Al Sultana,801,2,1582.29,2020-06-07,,8,,HIGH,reidin
The Fairmont Palm Residences,5V070,5,3417.54,2020-06-04,,nan,,HIGH,reidin
Al Hallawi,802,3,2185.07,2020-06-04,,8,,HIGH,reidin
Seven Palm,41302,2,1948.27,2020-06-02,,13,,HIGH,reidin
Al Malak,606,3,4057.99,2020-06-02,,6,,HIGH,reidin
Al Sultana,PJFRP067,6,6999.98,2020-06-01,,nan,,HIGH,reidin
Al Fahad,PJFRL014,5,5343.95,2020-06-01,,nan,,HIGH,reidin
Al Nabat,503,2,1732.99,2020-05-31,,5,,HIGH,reidin
Al Sahab,PJFRO091,4,6000.01,2020-05-31,,nan,,HIGH,reidin
Al Mashraba,109,2,2045.14,2020-05-28,,1,,HIGH,reidin
The Fairmont Palm Residences,5V021,5,3412.16,2020-05-17,,nan,,HIGH,reidin
Al Shirawi,907,2,1993.69,2020-05-17,,9,,HIGH,reidin
Al Ramth,206,3,4057.99,2020-05-13,,2,,HIGH,reidin
Al Hamri,302,3,2217.36,2020-05-13,,3,,HIGH,reidin
Al Shamsi,439,2,1517.71,2020-05-11,,4,,HIGH,reidin
Al Hatmi,1011,3,2185.07,2020-05-03,,LP,,HIGH,reidin
Al Hatmi,304,1,1140.97,2020-05-02,,3,,HIGH,reidin
Golden Mile,708,1,1118.15,2020-04-30,,7,,HIGH,reidin
Al Sultana,PJFRP034,4,6000.01,2020-04-29,,nan,,HIGH,reidin
Golden Mile,4705,,3950.35,2020-04-28,,7,,HIGH,reidin
Al Malak,PJFRE088,3,5000.05,2020-04-27,,nan,,HIGH,reidin
Al Shamsi,G40,3,4488.55,2020-04-27,,G,,HIGH,reidin
Al Ghaf,PJFRC009,4,5000.05,2020-04-14,,nan,,HIGH,reidin
Golden Mile,3406,1,1291.67,2020-04-02,,4,,HIGH,reidin
Al Malak,PJFRE130,5,5343.95,2020-04-02,,nan,,HIGH,reidin
Al Malak,PJFRE078,4,6000.01,2020-04-01,,nan,,HIGH,reidin
Al Basri,PJFRD042,6,6999.98,2020-03-26,,nan,,HIGH,reidin
Al Hallawi,604,1,1140.97,2020-03-26,,6,,HIGH,reidin
The Fairmont Palm Residences,208,1,1356.25,2020-03-25,,2,,HIGH,reidin
Golden Mile,608,1,1099.21,2020-03-25,,6,,HIGH,reidin
Al Seef,PJFRM092,6,6999.98,2020-03-22,,nan,,HIGH,reidin
The Fairmont Palm Residences,R8,,260.7,2020-03-22,,G,,HIGH,reidin
Al Nabat,506,2,1991.32,2020-03-22,,5,,HIGH,reidin
Al Khushkar,805,2,1550.0,2020-03-21,,8,,HIGH,reidin
Serenia Residences,C501,3,2938.54,2020-03-18,,5,,HIGH,reidin
Seven Palm,41508,1,1076.39,2020-03-16,,15,,HIGH,reidin
Al Hamri,603,3,2163.54,2020-03-16,,6,,HIGH,reidin
Al Seef,PJFRM102,4,5000.05,2020-03-15,,nan,,HIGH,reidin
Al Basri,805,2,1550.0,2020-03-14,,8,,HIGH,reidin
Al Shamsi,444,1,1054.86,2020-03-12,,4,,HIGH,reidin
Al Shamsi,445,1,1054.86,2020-03-12,,4,,HIGH,reidin
Al Shamsi,446,1,1054.86,2020-03-12,,4,,HIGH,reidin
Al Shamsi,447,1,1140.97,2020-03-12,,4,,HIGH,reidin
Al Shamsi,448,1,1140.97,2020-03-12,,4,,HIGH,reidin
Al Shamsi,441,1,1140.97,2020-03-12,,4,,HIGH,reidin
Al Shamsi,443,1,1054.86,2020-03-12,,4,,HIGH,reidin
Al Shamsi,442,1,1140.97,2020-03-12,,4,,HIGH,reidin
Al Shamsi,433,1,1022.57,2020-03-12,,4,,HIGH,reidin
Al Shamsi,454,1,1054.86,2020-03-12,,4,,HIGH,reidin
Al Shamsi,435,1,1033.33,2020-03-12,,4,,HIGH,reidin
Al Shamsi,434,1,1033.33,2020-03-12,,4,,HIGH,reidin
Al Shamsi,436,1,1033.33,2020-03-12,,4,,HIGH,reidin
Al Shamsi,452,1,1140.97,2020-03-12,,4,,HIGH,reidin
Al Shamsi,453,1,1140.97,2020-03-12,,4,,HIGH,reidin
Al Shamsi,450,3,2163.54,2020-03-12,,4,,HIGH,reidin
Al Shamsi,455,1,1054.86,2020-03-12,,4,,HIGH,reidin
Al Shamsi,438,2,1517.71,2020-03-12,,4,,HIGH,reidin
Al Shamsi,449,3,2443.41,2020-03-12,,4,,HIGH,reidin
Al Shamsi,456,1,1054.86,2020-03-12,,4,,HIGH,reidin
Al Shamsi,440,2,1571.53,2020-03-12,,4,,HIGH,reidin
Al Shamsi,451,1,2421.88,2020-03-12,,4,,HIGH,reidin
Al Shamsi,459,1,1140.97,2020-03-12,,4,,HIGH,reidin
Al Shamsi,458,1,1140.97,2020-03-12,,4,,HIGH,reidin
Al Shamsi,457,1,1054.86,2020-03-12,,4,,HIGH,reidin
Al Shamsi,437,2,1571.53,2020-03-12,,4,,HIGH,reidin
Al Ghaf,PJFRB079,4,6000.01,2020-03-11,,nan,,HIGH,reidin
Al Ramth,702,2,1732.99,2020-03-10,,7,,HIGH,reidin
Seven Palm,30702,1,1227.08,2020-03-10,,7,,HIGH,reidin
Al Malak,PJFRE071,4,5000.05,2020-03-10,,nan,,HIGH,reidin
Al Basri,907,2,1991.32,2020-03-09,,9,,HIGH,reidin
Al Ghaf,PJFRC082,4,5000.05,2020-03-08,,nan,,HIGH,reidin
Al Khayali,PJFRC136,5,6999.98,2020-03-04,,nan,,HIGH,reidin
Golden Mile,801,1,1074.13,2020-03-02,,8,,HIGH,reidin
Golden Mile,2601,1,1302.43,2020-03-01,,6,,HIGH,reidin
Al Nabat,PJFRN014B,5,5080.67,2020-03-01,,nan,,HIGH,reidin
The 8,TPTGDIN12,,1518.46,2020-03-01,,G,,HIGH,reidin
Marina Residences,711,1,1140.97,2020-03-01,,7,,HIGH,reidin
Tiara Residences,V06,4,11607.9,2020-02-27,,nan,,HIGH,reidin
Al Khushkar,806,2,1991.32,2020-02-25,,8,,HIGH,reidin
Al Murjan,909,2,1732.99,2020-02-23,,9,,HIGH,reidin
Al Shamsi,G50,3,3164.59,2020-02-20,,G,,HIGH,reidin
Al Msalli,F021B,,1268.96,2020-02-20,,1,,HIGH,reidin
Al Shamsi,239,2,1560.77,2020-02-20,,2,,HIGH,reidin
Al Shamsi,248,1,1184.03,2020-02-20,,2,,HIGH,reidin
Al Shamsi,256,1,1184.03,2020-02-20,,2,,HIGH,reidin
Al Shamsi,G49,3,3153.82,2020-02-20,,G,,HIGH,reidin
Al Shamsi,247,1,1184.03,2020-02-20,,2,,HIGH,reidin
Al Shamsi,257,1,1184.03,2020-02-20,,2,,HIGH,reidin
Al Sahab,PJFRO030,6,6999.98,2020-02-17,,nan,,HIGH,reidin
The Fairmont Palm Residences,5V074,5,3336.81,2020-02-13,,nan,,HIGH,reidin
Serenia Residences,A409,1,904.17,2020-02-13,,4,,HIGH,reidin
Golden Mile,9703,3,4693.06,2020-02-11,,7,,HIGH,reidin
The Fairmont Palm Residences,405,1,1377.78,2020-02-09,,4,,HIGH,reidin
Al Msalli,510,3,2152.78,2020-02-09,,5,,HIGH,reidin
Seven Palm,40606,2,1743.75,2020-02-06,,6,,HIGH,reidin
Al Sultana,PJFRP011,5,6999.98,2020-02-06,,nan,,HIGH,reidin
Al Seef,PJFRM045,4,5000.05,2020-02-06,,nan,,HIGH,reidin
Al Hatmi,506,2,2012.85,2020-02-06,,5,,HIGH,reidin
The Fairmont Palm Residences,926,2,1732.99,2020-02-06,,9,,HIGH,reidin
Seven Palm,40507,2,1646.88,2020-02-06,,5,,HIGH,reidin
Seven Palm,41002,2,1442.36,2020-02-04,,10,,HIGH,reidin
The Fairmont Palm Residences,P204,,7351.74,2020-02-04,,10,,HIGH,reidin
Al Basri,PJFRF062,6,6999.98,2020-02-03,,nan,,HIGH,reidin
Al Khushkar,306,2,2002.09,2020-02-03,,3,,HIGH,reidin
Marina Residences,305S,2,1980.23,2020-02-03,,3,,HIGH,reidin
Golden Mile,1008,1,1099.21,2020-02-02,,10,,HIGH,reidin
Golden Mile,5707,,5112.85,2020-02-01,,7,,HIGH,reidin
Al Msalli,204,1,1140.97,2020-01-30,,2,,HIGH,reidin
Marina Residences,BG04,2,2468.59,2020-01-30,,G,,HIGH,reidin
Al Anbara,709,1,1140.97,2020-01-29,,7,,HIGH,reidin
Al Ramth,204,2,2034.38,2020-01-28,,2,,HIGH,reidin
Al Khayali,603,2,1732.99,2020-01-27,,6,,HIGH,reidin
Al Ghaf,PJFRC054,4,5000.05,2020-01-27,,nan,,HIGH,reidin
Al Ramth,1103,2,1776.04,2020-01-25,,11,,HIGH,reidin
Al Murjan,510,2,1732.99,2020-01-23,,5,,HIGH,reidin
Al Basri,PJFRD024,4,5000.05,2020-01-22,,nan,,HIGH,reidin
Al Msalli,E029.5,,500.95,2020-01-22,,2,,HIGH,reidin
Seven Palm,40503,2,2077.43,2020-01-22,,5,,HIGH,reidin
Al Hallawi,910,3,2142.02,2020-01-21,,9,,HIGH,reidin
Marina Residences,204S,2,1767.97,2020-01-21,,2,,HIGH,reidin
Kempinski Residences,528,2,1786.81,2020-01-21,,5,,HIGH,reidin
Marina Residences,B203,2,2023.61,2020-01-20,,2,,HIGH,reidin
Jash Hamad,905,2,1593.06,2020-01-20,,9,,HIGH,reidin
Golden Mile,1503,2,1797.57,2020-01-20,,5,,HIGH,reidin
Golden Mile,6509,2,1786.81,2020-01-15,,5,,HIGH,reidin
The Fairmont Palm Residences,SRG2,,595.46,2020-01-12,,G,,HIGH,reidin
Al Fahad,PJFRA076,4,5000.05,2020-01-12,,nan,,HIGH,reidin
Golden Mile,3407,2,1883.68,2020-01-09,,4,,HIGH,reidin
Seven Palm,30404,2,2077.43,2020-01-09,,4,,HIGH,reidin
Palm Tower,PWBB6FB1,,2124.58,2020-01-09,,G,,HIGH,reidin
Al Anbara,1011,3,2185.07,2020-01-09,,LP,,HIGH,reidin
Al Ramth,302,2,2045.14,2020-01-08,,3,,HIGH,reidin
